subject_id,age,education_code,education_name,gender_code,gender_name,handedness_code,handedness_name,spectacle_code,spectacle_name,text2_category_code,text2_category_name,path_full_form,path_text1_image,path_text2_image,path_json,path_chars_folder,text1_word_count,text1_char_count,text2_word_count,text2_char_count,total_word_count,total_char_count,lines_text1,lines_text2,lines_total
180,13,1,Primary School,0,Female,1,Left-handed,0,No glasses,5,History,MPHD\180-131010_5\180-131010_5.png,MPHD\180-131010_5\180-T1.png,MPHD\180-131010_5\180-T2-5.png,MPHD\180-131010_5\180-131010_5.json,MPHD\180-131010_5\Chars,80,368,89,337,169,705,5,5,10
181,12,1,Primary School,0,Female,0,Right-handed,0,No glasses,5,History,MPHD\181-121000_5\181-121000_5.png,MPHD\181-121000_5\181-T1.png,MPHD\181-121000_5\181-T2-5.png,MPHD\181-121000_5\181-121000_5.json,MPHD\181-121000_5\Chars,80,368,59,240,139,608,6,4,10
182,12,1,Primary School,0,Female,0,Right-handed,0,No glasses,5,History,MPHD\182-121000_5\182-121000_5.png,MPHD\182-121000_5\182-T1.png,MPHD\182-121000_5\182-T2-5.png,MPHD\182-121000_5\182-121000_5.json,MPHD\182-121000_5\Chars,80,368,73,307,153,675,6,5,11
183,12,1,Primary School,0,Female,0,Right-handed,0,No glasses,5,History,MPHD\183-121000_5\183-121000_5.png,MPHD\183-121000_5\183-T1.png,MPHD\183-121000_5\183-T2-5.png,MPHD\183-121000_5\183-121000_5.json,MPHD\183-121000_5\Chars,80,368,59,236,139,604,4,3,7
184,12,1,Primary School,0,Female,0,Right-handed,0,No glasses,5,History,MPHD\184-121000_5\184-121000_5.png,MPHD\184-121000_5\184-T1.png,MPHD\184-121000_5\184-T2-5.png,MPHD\184-121000_5\184-121000_5.json,MPHD\184-121000_5\Chars,80,368,47,210,127,578,5,4,9
185,13,1,Primary School,0,Female,0,Right-handed,0,No glasses,5,History,MPHD\185-131000_5\185-131000_5.png,MPHD\185-131000_5\185-T1.png,MPHD\185-131000_5\185-T2-5.png,MPHD\185-131000_5\185-131000_5.json,MPHD\185-131000_5\Chars,80,368,104,451,184,819,5,6,11
186,12,1,Primary School,0,Female,1,Left-handed,0,No glasses,5,History,MPHD\186-121010_5\186-121010_5.png,MPHD\186-121010_5\186-T1.png,MPHD\186-121010_5\186-T2-5.png,MPHD\186-121010_5\186-121010_5.json,MPHD\186-121010_5\Chars,80,368,70,290,150,658,5,4,9
187,12,1,Primary School,0,Female,0,Right-handed,0,No glasses,5,History,MPHD\187-121000_5\187-121000_5.png,MPHD\187-121000_5\187-T1.png,MPHD\187-121000_5\187-T2-5.png,MPHD\187-121000_5\187-121000_5.json,MPHD\187-121000_5\Chars,80,368,103,416,183,784,5,5,10
188,12,1,Primary School,0,Female,0,Right-handed,1,Uses glasses,5,History,MPHD\188-121001_5\188-121001_5.png,MPHD\188-121001_5\188-T1.png,MPHD\188-121001_5\188-T2-5.png,MPHD\188-121001_5\188-121001_5.json,MPHD\188-121001_5\Chars,80,368,84,373,164,741,5,5,10
189,12,1,Primary School,0,Female,0,Right-handed,0,No glasses,5,History,MPHD\189-121000_5\189-121000_5.png,MPHD\189-121000_5\189-T1.png,MPHD\189-121000_5\189-T2-5.png,MPHD\189-121000_5\189-121000_5.json,MPHD\189-121000_5\Chars,80,368,51,231,131,599,6,4,10
190,13,1,Primary School,0,Female,0,Right-handed,0,No glasses,5,History,MPHD\190-131000_5\190-131000_5.png,MPHD\190-131000_5\190-T1.png,MPHD\190-131000_5\190-T2-5.png,MPHD\190-131000_5\190-131000_5.json,MPHD\190-131000_5\Chars,80,368,53,265,133,633,5,4,9
191,13,1,Primary School,0,Female,0,Right-handed,0,No glasses,5,History,MPHD\191-131000_5\191-131000_5.png,MPHD\191-131000_5\191-T1.png,MPHD\191-131000_5\191-T2-5.png,MPHD\191-131000_5\191-131000_5.json,MPHD\191-131000_5\Chars,80,368,74,305,154,673,5,4,9
192,13,1,Primary School,0,Female,0,Right-handed,0,No glasses,5,History,MPHD\192-131000_5\192-131000_5.png,MPHD\192-131000_5\192-T1.png,MPHD\192-131000_5\192-T2-5.png,MPHD\192-131000_5\192-131000_5.json,MPHD\192-131000_5\Chars,80,368,85,332,165,700,5,3,8
193,12,1,Primary School,0,Female,0,Right-handed,0,No glasses,5,History,MPHD\193-121000_5\193-121000_5.png,MPHD\193-121000_5\193-T1.png,MPHD\193-121000_5\193-T2-5.png,MPHD\193-121000_5\193-121000_5.json,MPHD\193-121000_5\Chars,80,368,90,355,170,723,5,4,9
194,13,1,Primary School,0,Female,0,Right-handed,0,No glasses,5,History,MPHD\194-131000_5\194-131000_5.png,MPHD\194-131000_5\194-T1.png,MPHD\194-131000_5\194-T2-5.png,MPHD\194-131000_5\194-131000_5.json,MPHD\194-131000_5\Chars,80,368,91,382,171,750,5,5,10
195,12,1,Primary School,0,Female,0,Right-handed,1,Uses glasses,5,History,MPHD\195-121001_5\195-121001_5.png,MPHD\195-121001_5\195-T1.png,MPHD\195-121001_5\195-T2-5.png,MPHD\195-121001_5\195-121001_5.json,MPHD\195-121001_5\Chars,80,368,63,261,143,629,6,4,10
196,13,1,Primary School,0,Female,0,Right-handed,0,No glasses,5,History,MPHD\196-131000_5\196-131000_5.png,MPHD\196-131000_5\196-T1.png,MPHD\196-131000_5\196-T2-5.png,MPHD\196-131000_5\196-131000_5.json,MPHD\196-131000_5\Chars,80,368,55,203,135,571,5,4,9
197,13,1,Primary School,0,Female,0,Right-handed,0,No glasses,5,History,MPHD\197-131000_5\197-131000_5.png,MPHD\197-131000_5\197-T1.png,MPHD\197-131000_5\197-T2-5.png,MPHD\197-131000_5\197-131000_5.json,MPHD\197-131000_5\Chars,80,368,53,204,133,572,5,3,8
198,13,1,Primary School,0,Female,0,Right-handed,0,No glasses,5,History,MPHD\198-131000_5\198-131000_5.png,MPHD\198-131000_5\198-T1.png,MPHD\198-131000_5\198-T2-5.png,MPHD\198-131000_5\198-131000_5.json,MPHD\198-131000_5\Chars,80,368,77,399,157,767,5,5,10
199,11,1,Primary School,0,Female,0,Right-handed,0,No glasses,5,History,MPHD\199-111000_5\199-111000_5.png,MPHD\199-111000_5\199-T1.png,MPHD\199-111000_5\199-T2-5.png,MPHD\199-111000_5\199-111000_5.json,MPHD\199-111000_5\Chars,80,368,79,356,159,724,6,6,12
200,13,1,Primary School,0,Female,0,Right-handed,0,No glasses,5,History,MPHD\200-131000_5\200-131000_5.png,MPHD\200-131000_5\200-T1.png,MPHD\200-131000_5\200-T2-5.png,MPHD\200-131000_5\200-131000_5.json,MPHD\200-131000_5\Chars,80,368,75,315,155,683,6,5,11
201,13,1,Primary School,1,Male,0,Right-handed,1,Uses glasses,5,History,MPHD\201-131101_5\201-131101_5.png,MPHD\201-131101_5\201-T1.png,MPHD\201-131101_5\201-T2-5.png,MPHD\201-131101_5\201-131101_5.json,MPHD\201-131101_5\Chars,80,368,77,289,157,657,7,6,13
202,13,1,Primary School,1,Male,1,Left-handed,1,Uses glasses,5,History,MPHD\202-131111_5\202-131111_5.png,MPHD\202-131111_5\202-T1.png,MPHD\202-131111_5\202-T2-5.png,MPHD\202-131111_5\202-131111_5.json,MPHD\202-131111_5\Chars,80,368,85,402,165,770,7,6,13
203,12,1,Primary School,1,Male,0,Right-handed,0,No glasses,5,History,MPHD\203-121100_5\203-121100_5.png,MPHD\203-121100_5\203-T1.png,MPHD\203-121100_5\203-T2-5.png,MPHD\203-121100_5\203-121100_5.json,MPHD\203-121100_5\Chars,80,368,59,237,139,605,6,4,10
204,13,1,Primary School,1,Male,0,Right-handed,0,No glasses,5,History,MPHD\204-131100_5\204-131100_5.png,MPHD\204-131100_5\204-T1.png,MPHD\204-131100_5\204-T2-5.png,MPHD\204-131100_5\204-131100_5.json,MPHD\204-131100_5\Chars,80,368,56,219,136,587,6,4,10
205,12,1,Primary School,1,Male,0,Right-handed,0,No glasses,5,History,MPHD\205-121100_5\205-121100_5.png,MPHD\205-121100_5\205-T1.png,MPHD\205-121100_5\205-T2-5.png,MPHD\205-121100_5\205-121100_5.json,MPHD\205-121100_5\Chars,80,368,78,329,158,697,6,5,11
206,12,1,Primary School,1,Male,0,Right-handed,0,No glasses,5,History,MPHD\206-121100_5\206-121100_5.png,MPHD\206-121100_5\206-T1.png,MPHD\206-121100_5\206-T2-5.png,MPHD\206-121100_5\206-121100_5.json,MPHD\206-121100_5\Chars,80,368,71,312,151,680,6,5,11
207,13,1,Primary School,1,Male,1,Left-handed,0,No glasses,5,History,MPHD\207-131110_5\207-131110_5.png,MPHD\207-131110_5\207-T1.png,MPHD\207-131110_5\207-T2-5.png,MPHD\207-131110_5\207-131110_5.json,MPHD\207-131110_5\Chars,80,368,97,424,177,792,8,9,17
208,12,1,Primary School,1,Male,0,Right-handed,0,No glasses,5,History,MPHD\208-121100_5\208-121100_5.png,MPHD\208-121100_5\208-T1.png,MPHD\208-121100_5\208-T2-5.png,MPHD\208-121100_5\208-121100_5.json,MPHD\208-121100_5\Chars,80,368,58,261,138,629,6,5,11
209,12,1,Primary School,1,Male,0,Right-handed,0,No glasses,5,History,MPHD\209-121100_5\209-121100_5.png,MPHD\209-121100_5\209-T1.png,MPHD\209-121100_5\209-T2-5.png,MPHD\209-121100_5\209-121100_5.json,MPHD\209-121100_5\Chars,80,368,69,298,149,666,7,5,12
210,12,1,Primary School,1,Male,0,Right-handed,0,No glasses,5,History,MPHD\210-121100_5\210-121100_5.png,MPHD\210-121100_5\210-T1.png,MPHD\210-121100_5\210-T2-5.png,MPHD\210-121100_5\210-121100_5.json,MPHD\210-121100_5\Chars,80,368,81,320,161,688,7,6,13
211,13,1,Primary School,1,Male,0,Right-handed,0,No glasses,5,History,MPHD\211-131100_5\211-131100_5.png,MPHD\211-131100_5\211-T1.png,MPHD\211-131100_5\211-T2-5.png,MPHD\211-131100_5\211-131100_5.json,MPHD\211-131100_5\Chars,80,368,78,308,158,676,7,5,12
212,13,1,Primary School,1,Male,0,Right-handed,0,No glasses,5,History,MPHD\212-131100_5\212-131100_5.png,MPHD\212-131100_5\212-T1.png,MPHD\212-131100_5\212-T2-5.png,MPHD\212-131100_5\212-131100_5.json,MPHD\212-131100_5\Chars,80,368,86,324,166,692,6,5,11
213,13,1,Primary School,1,Male,0,Right-handed,0,No glasses,5,History,MPHD\213-131100_5\213-131100_5.png,MPHD\213-131100_5\213-T1.png,MPHD\213-131100_5\213-T2-5.png,MPHD\213-131100_5\213-131100_5.json,MPHD\213-131100_5\Chars,80,368,82,359,162,727,6,6,12
214,13,1,Primary School,1,Male,0,Right-handed,0,No glasses,5,History,MPHD\214-131100_5\214-131100_5.png,MPHD\214-131100_5\214-T1.png,MPHD\214-131100_5\214-T2-5.png,MPHD\214-131100_5\214-131100_5.json,MPHD\214-131100_5\Chars,80,368,82,356,162,724,6,6,12
215,13,1,Primary School,1,Male,0,Right-handed,0,No glasses,5,History,MPHD\215-131100_5\215-131100_5.png,MPHD\215-131100_5\215-T1.png,MPHD\215-131100_5\215-T2-5.png,MPHD\215-131100_5\215-131100_5.json,MPHD\215-131100_5\Chars,80,368,79,346,159,714,7,7,14
216,13,1,Primary School,1,Male,0,Right-handed,0,No glasses,5,History,MPHD\216-131100_5\216-131100_5.png,MPHD\216-131100_5\216-T1.png,MPHD\216-131100_5\216-T2-5.png,MPHD\216-131100_5\216-131100_5.json,MPHD\216-131100_5\Chars,80,368,89,398,169,766,7,7,14
217,13,1,Primary School,1,Male,0,Right-handed,0,No glasses,5,History,MPHD\217-131100_5\217-131100_5.png,MPHD\217-131100_5\217-T1.png,MPHD\217-131100_5\217-T2-5.png,MPHD\217-131100_5\217-131100_5.json,MPHD\217-131100_5\Chars,80,368,66,267,146,635,6,5,11
218,13,1,Primary School,1,Male,0,Right-handed,0,No glasses,5,History,MPHD\218-131100_5\218-131100_5.png,MPHD\218-131100_5\218-T1.png,MPHD\218-131100_5\218-T2-5.png,MPHD\218-131100_5\218-131100_5.json,MPHD\218-131100_5\Chars,80,368,86,350,166,718,6,6,12
219,13,1,Primary School,1,Male,0,Right-handed,0,No glasses,5,History,MPHD\219-131100_5\219-131100_5.png,MPHD\219-131100_5\219-T1.png,MPHD\219-131100_5\219-T2-5.png,MPHD\219-131100_5\219-131100_5.json,MPHD\219-131100_5\Chars,80,368,58,262,138,630,6,5,11
220,12,1,Primary School,1,Male,0,Right-handed,0,No glasses,5,History,MPHD\220-121100_5\220-121100_5.png,MPHD\220-121100_5\220-T1.png,MPHD\220-121100_5\220-T2-5.png,MPHD\220-121100_5\220-121100_5.json,MPHD\220-121100_5\Chars,80,368,67,270,147,638,6,5,11
221,13,1,Primary School,1,Male,0,Right-handed,0,No glasses,5,History,MPHD\221-131100_5\221-131100_5.png,MPHD\221-131100_5\221-T1.png,MPHD\221-131100_5\221-T2-5.png,MPHD\221-131100_5\221-131100_5.json,MPHD\221-131100_5\Chars,80,368,75,340,155,708,5,5,10
222,13,1,Primary School,1,Male,0,Right-handed,0,No glasses,5,History,MPHD\222-131100_5\222-131100_5.png,MPHD\222-131100_5\222-T1.png,MPHD\222-131100_5\222-T2-5.png,MPHD\222-131100_5\222-131100_5.json,MPHD\222-131100_5\Chars,80,368,65,293,145,661,6,4,10
223,13,1,Primary School,1,Male,0,Right-handed,0,No glasses,5,History,MPHD\223-131100_5\223-131100_5.png,MPHD\223-131100_5\223-T1.png,MPHD\223-131100_5\223-T2-5.png,MPHD\223-131100_5\223-131100_5.json,MPHD\223-131100_5\Chars,80,368,55,243,135,611,5,3,8
224,13,1,Primary School,1,Male,0,Right-handed,0,No glasses,5,History,MPHD\224-131100_5\224-131100_5.png,MPHD\224-131100_5\224-T1.png,MPHD\224-131100_5\224-T2-5.png,MPHD\224-131100_5\224-131100_5.json,MPHD\224-131100_5\Chars,80,368,82,356,162,724,7,7,14
225,12,1,Primary School,1,Male,0,Right-handed,0,No glasses,5,History,MPHD\225-121100_5\225-121100_5.png,MPHD\225-121100_5\225-T1.png,MPHD\225-121100_5\225-T2-5.png,MPHD\225-121100_5\225-121100_5.json,MPHD\225-121100_5\Chars,80,368,88,356,168,724,6,5,11
226,13,1,Primary School,1,Male,0,Right-handed,0,No glasses,5,History,MPHD\226-131100_5\226-131100_5.png,MPHD\226-131100_5\226-T1.png,MPHD\226-131100_5\226-T2-5.png,MPHD\226-131100_5\226-131100_5.json,MPHD\226-131100_5\Chars,80,368,50,245,130,613,6,4,10
227,12,1,Primary School,1,Male,0,Right-handed,0,No glasses,5,History,MPHD\227-121100_5\227-121100_5.png,MPHD\227-121100_5\227-T1.png,MPHD\227-121100_5\227-T2-5.png,MPHD\227-121100_5\227-121100_5.json,MPHD\227-121100_5\Chars,80,368,68,296,148,664,6,5,11
228,12,1,Primary School,1,Male,0,Right-handed,0,No glasses,5,History,MPHD\228-121100_5\228-121100_5.png,MPHD\228-121100_5\228-T1.png,MPHD\228-121100_5\228-T2-5.png,MPHD\228-121100_5\228-121100_5.json,MPHD\228-121100_5\Chars,80,368,76,295,156,663,7,5,12
229,13,1,Primary School,1,Male,0,Right-handed,0,No glasses,5,History,MPHD\229-131100_5\229-131100_5.png,MPHD\229-131100_5\229-T1.png,MPHD\229-131100_5\229-T2-5.png,MPHD\229-131100_5\229-131100_5.json,MPHD\229-131100_5\Chars,80,368,80,362,160,730,6,6,12
230,13,1,Primary School,1,Male,0,Right-handed,0,No glasses,5,History,MPHD\230-131100_5\230-131100_5.png,MPHD\230-131100_5\230-T1.png,MPHD\230-131100_5\230-T2-5.png,MPHD\230-131100_5\230-131100_5.json,MPHD\230-131100_5\Chars,80,368,60,233,140,601,6,4,10
231,12,1,Primary School,1,Male,0,Right-handed,0,No glasses,5,History,MPHD\231-121100_5\231-121100_5.png,MPHD\231-121100_5\231-T1.png,MPHD\231-121100_5\231-T2-5.png,MPHD\231-121100_5\231-121100_5.json,MPHD\231-121100_5\Chars,80,368,90,331,170,699,7,6,13
232,12,1,Primary School,1,Male,0,Right-handed,0,No glasses,5,History,MPHD\232-121100_5\232-121100_5.png,MPHD\232-121100_5\232-T1.png,MPHD\232-121100_5\232-T2-5.png,MPHD\232-121100_5\232-121100_5.json,MPHD\232-121100_5\Chars,80,368,60,259,140,627,5,4,9
233,12,1,Primary School,1,Male,0,Right-handed,0,No glasses,5,History,MPHD\233-121100_5\233-121100_5.png,MPHD\233-121100_5\233-T1.png,MPHD\233-121100_5\233-T2-5.png,MPHD\233-121100_5\233-121100_5.json,MPHD\233-121100_5\Chars,80,368,65,262,145,630,5,4,9
234,13,1,Primary School,1,Male,0,Right-handed,0,No glasses,5,History,MPHD\234-131100_5\234-131100_5.png,MPHD\234-131100_5\234-T1.png,MPHD\234-131100_5\234-T2-5.png,MPHD\234-131100_5\234-131100_5.json,MPHD\234-131100_5\Chars,80,368,85,361,165,729,6,6,12
235,13,1,Primary School,1,Male,0,Right-handed,0,No glasses,5,History,MPHD\235-131100_5\235-131100_5.png,MPHD\235-131100_5\235-T1.png,MPHD\235-131100_5\235-T2-5.png,MPHD\235-131100_5\235-131100_5.json,MPHD\235-131100_5\Chars,80,368,89,326,169,694,6,5,11
236,13,1,Primary School,1,Male,0,Right-handed,0,No glasses,5,History,MPHD\236-131100_5\236-131100_5.png,MPHD\236-131100_5\236-T1.png,MPHD\236-131100_5\236-T2-5.png,MPHD\236-131100_5\236-131100_5.json,MPHD\236-131100_5\Chars,80,368,62,273,142,641,5,5,10
237,13,1,Primary School,1,Male,0,Right-handed,1,Uses glasses,5,History,MPHD\237-131101_5\237-131101_5.png,MPHD\237-131101_5\237-T1.png,MPHD\237-131101_5\237-T2-5.png,MPHD\237-131101_5\237-131101_5.json,MPHD\237-131101_5\Chars,80,368,87,323,167,691,6,6,12
238,12,1,Primary School,1,Male,0,Right-handed,0,No glasses,5,History,MPHD\238-121100_5\238-121100_5.png,MPHD\238-121100_5\238-T1.png,MPHD\238-121100_5\238-T2-5.png,MPHD\238-121100_5\238-121100_5.json,MPHD\238-121100_5\Chars,80,368,59,250,139,618,5,4,9
239,11,1,Primary School,1,Male,0,Right-handed,0,No glasses,5,History,MPHD\239-111100_5\239-111100_5.png,MPHD\239-111100_5\239-T1.png,MPHD\239-111100_5\239-T2-5.png,MPHD\239-111100_5\239-111100_5.json,MPHD\239-111100_5\Chars,80,368,79,327,159,695,6,6,12
240,12,1,Primary School,1,Male,1,Left-handed,0,No glasses,5,History,MPHD\240-121110_5\240-121110_5.png,MPHD\240-121110_5\240-T1.png,MPHD\240-121110_5\240-T2-5.png,MPHD\240-121110_5\240-121110_5.json,MPHD\240-121110_5\Chars,80,368,111,435,191,803,5,6,11
241,13,1,Primary School,1,Male,0,Right-handed,0,No glasses,5,History,MPHD\241-131100_5\241-131100_5.png,MPHD\241-131100_5\241-T1.png,MPHD\241-131100_5\241-T2-5.png,MPHD\241-131100_5\241-131100_5.json,MPHD\241-131100_5\Chars,80,368,83,304,163,672,7,6,13
242,12,1,Primary School,1,Male,0,Right-handed,0,No glasses,5,History,MPHD\242-121100_5\242-121100_5.png,MPHD\242-121100_5\242-T1.png,MPHD\242-121100_5\242-T2-5.png,MPHD\242-121100_5\242-121100_5.json,MPHD\242-121100_5\Chars,80,368,64,277,144,645,6,4,10
243,13,1,Primary School,1,Male,1,Left-handed,0,No glasses,5,History,MPHD\243-131110_5\243-131110_5.png,MPHD\243-131110_5\243-T1.png,MPHD\243-131110_5\243-T2-5.png,MPHD\243-131110_5\243-131110_5.json,MPHD\243-131110_5\Chars,80,368,76,303,156,671,6,5,11
244,12,1,Primary School,1,Male,0,Right-handed,0,No glasses,5,History,MPHD\244-121100_5\244-121100_5.png,MPHD\244-121100_5\244-T1.png,MPHD\244-121100_5\244-T2-5.png,MPHD\244-121100_5\244-121100_5.json,MPHD\244-121100_5\Chars,80,368,89,375,169,743,5,5,10
245,12,1,Primary School,1,Male,0,Right-handed,1,Uses glasses,5,History,MPHD\245-121101_5\245-121101_5.png,MPHD\245-121101_5\245-T1.png,MPHD\245-121101_5\245-T2-5.png,MPHD\245-121101_5\245-121101_5.json,MPHD\245-121101_5\Chars,80,368,90,418,170,786,6,6,12
246,12,1,Primary School,1,Male,0,Right-handed,0,No glasses,5,History,MPHD\246-121100_5\246-121100_5.png,MPHD\246-121100_5\246-T1.png,MPHD\246-121100_5\246-T2-5.png,MPHD\246-121100_5\246-121100_5.json,MPHD\246-121100_5\Chars,80,368,98,479,178,847,4,5,9
247,13,1,Primary School,1,Male,1,Left-handed,0,No glasses,5,History,MPHD\247-131110_5\247-131110_5.png,MPHD\247-131110_5\247-T1.png,MPHD\247-131110_5\247-T2-5.png,MPHD\247-131110_5\247-131110_5.json,MPHD\247-131110_5\Chars,80,368,95,417,175,785,4,6,10
248,13,1,Primary School,1,Male,0,Right-handed,0,No glasses,5,History,MPHD\248-131100_5\248-131100_5.png,MPHD\248-131100_5\248-T1.png,MPHD\248-131100_5\248-T2-5.png,MPHD\248-131100_5\248-131100_5.json,MPHD\248-131100_5\Chars,80,368,65,316,145,684,6,6,12
249,12,1,Primary School,1,Male,0,Right-handed,0,No glasses,5,History,MPHD\249-121100_5\249-121100_5.png,MPHD\249-121100_5\249-T1.png,MPHD\249-121100_5\249-T2-5.png,MPHD\249-121100_5\249-121100_5.json,MPHD\249-121100_5\Chars,80,368,82,338,162,706,6,5,11
250,13,1,Primary School,1,Male,0,Right-handed,0,No glasses,5,History,MPHD\250-131100_5\250-131100_5.png,MPHD\250-131100_5\250-T1.png,MPHD\250-131100_5\250-T2-5.png,MPHD\250-131100_5\250-131100_5.json,MPHD\250-131100_5\Chars,80,368,54,257,134,625,6,4,10
251,23,4,Bachelor,1,Male,0,Right-handed,1,Uses glasses,3,Technology,MPHD\251-234101_3\251-234101_3.png,MPHD\251-234101_3\251-T1.png,MPHD\251-234101_3\251-T2-3.png,MPHD\251-234101_3\251-234101_3.json,MPHD\251-234101_3\Chars,80,368,70,294,150,662,5,4,9
252,19,4,Bachelor,1,Male,0,Right-handed,0,No glasses,1,Sport,MPHD\252-194100_1\252-194100_1.png,MPHD\252-194100_1\252-T1.png,MPHD\252-194100_1\252-T2-1.png,MPHD\252-194100_1\252-194100_1.json,MPHD\252-194100_1\Chars,80,368,87,349,167,717,4,4,8
253,19,4,Bachelor,1,Male,0,Right-handed,0,No glasses,3,Technology,MPHD\253-194100_3\253-194100_3.png,MPHD\253-194100_3\253-T1.png,MPHD\253-194100_3\253-T2-3.png,MPHD\253-194100_3\253-194100_3.json,MPHD\253-194100_3\Chars,80,368,66,299,146,667,6,4,10
254,23,4,Bachelor,1,Male,0,Right-handed,1,Uses glasses,3,Technology,MPHD\254-234101_3\254-234101_3.png,MPHD\254-234101_3\254-T1.png,MPHD\254-234101_3\254-T2-3.png,MPHD\254-234101_3\254-234101_3.json,MPHD\254-234101_3\Chars,80,368,77,340,157,708,5,5,10
255,19,4,Bachelor,1,Male,0,Right-handed,0,No glasses,3,Technology,MPHD\255-194100_3\255-194100_3.png,MPHD\255-194100_3\255-T1.png,MPHD\255-194100_3\255-T2-3.png,MPHD\255-194100_3\255-194100_3.json,MPHD\255-194100_3\Chars,80,368,57,233,137,601,6,4,10
256,19,4,Bachelor,1,Male,1,Left-handed,0,No glasses,3,Technology,MPHD\256-194110_3\256-194110_3.png,MPHD\256-194110_3\256-T1.png,MPHD\256-194110_3\256-T2-3.png,MPHD\256-194110_3\256-194110_3.json,MPHD\256-194110_3\Chars,80,368,65,311,145,679,7,5,12
257,19,4,Bachelor,1,Male,0,Right-handed,0,No glasses,1,Sport,MPHD\257-194100_1\257-194100_1.png,MPHD\257-194100_1\257-T1.png,MPHD\257-194100_1\257-T2-1.png,MPHD\257-194100_1\257-194100_1.json,MPHD\257-194100_1\Chars,80,368,58,239,138,607,6,4,10
258,25,4,Bachelor,1,Male,0,Right-handed,0,No glasses,3,Technology,MPHD\258-254100_3\258-254100_3.png,MPHD\258-254100_3\258-T1.png,MPHD\258-254100_3\258-T2-3.png,MPHD\258-254100_3\258-254100_3.json,MPHD\258-254100_3\Chars,80,368,59,255,139,623,6,4,10
259,19,4,Bachelor,1,Male,0,Right-handed,1,Uses glasses,1,Sport,MPHD\259-194101_1\259-194101_1.png,MPHD\259-194101_1\259-T1.png,MPHD\259-194101_1\259-T2-1.png,MPHD\259-194101_1\259-194101_1.json,MPHD\259-194101_1\Chars,80,368,78,323,158,691,6,6,12
260,20,4,Bachelor,1,Male,1,Left-handed,0,No glasses,1,Sport,MPHD\260-204110_1\260-204110_1.png,MPHD\260-204110_1\260-T1.png,MPHD\260-204110_1\260-T2-1.png,MPHD\260-204110_1\260-204110_1.json,MPHD\260-204110_1\Chars,80,368,74,356,154,724,6,5,11
261,20,4,Bachelor,1,Male,0,Right-handed,1,Uses glasses,1,Sport,MPHD\261-204101_1\261-204101_1.png,MPHD\261-204101_1\261-T1.png,MPHD\261-204101_1\261-T2-1.png,MPHD\261-204101_1\261-204101_1.json,MPHD\261-204101_1\Chars,80,368,65,258,145,626,6,4,10
262,22,4,Bachelor,1,Male,0,Right-handed,0,No glasses,1,Sport,MPHD\262-224100_1\262-224100_1.png,MPHD\262-224100_1\262-T1.png,MPHD\262-224100_1\262-T2-1.png,MPHD\262-224100_1\262-224100_1.json,MPHD\262-224100_1\Chars,80,368,57,215,137,583,5,3,8
263,19,4,Bachelor,1,Male,0,Right-handed,0,No glasses,3,Technology,MPHD\263-194100_3\263-194100_3.png,MPHD\263-194100_3\263-T1.png,MPHD\263-194100_3\263-T2-3.png,MPHD\263-194100_3\263-194100_3.json,MPHD\263-194100_3\Chars,80,368,71,337,151,705,5,4,9
264,19,4,Bachelor,1,Male,0,Right-handed,0,No glasses,3,Technology,MPHD\264-194100_3\264-194100_3.png,MPHD\264-194100_3\264-T1.png,MPHD\264-194100_3\264-T2-3.png,MPHD\264-194100_3\264-194100_3.json,MPHD\264-194100_3\Chars,80,368,75,389,155,757,5,5,10
265,21,4,Bachelor,1,Male,0,Right-handed,0,No glasses,3,Technology,MPHD\265-214100_3\265-214100_3.png,MPHD\265-214100_3\265-T1.png,MPHD\265-214100_3\265-T2-3.png,MPHD\265-214100_3\265-214100_3.json,MPHD\265-214100_3\Chars,80,368,76,300,156,668,5,4,9
266,19,4,Bachelor,1,Male,0,Right-handed,1,Uses glasses,3,Technology,MPHD\266-194101_3\266-194101_3.png,MPHD\266-194101_3\266-T1.png,MPHD\266-194101_3\266-T2-3.png,MPHD\266-194101_3\266-194101_3.json,MPHD\266-194101_3\Chars,80,368,86,382,166,750,5,5,10
267,23,4,Bachelor,1,Male,1,Left-handed,1,Uses glasses,3,Technology,MPHD\267-234111_3\267-234111_3.png,MPHD\267-234111_3\267-T1.png,MPHD\267-234111_3\267-T2-3.png,MPHD\267-234111_3\267-234111_3.json,MPHD\267-234111_3\Chars,80,368,51,229,131,597,7,4,11
268,21,4,Bachelor,1,Male,0,Right-handed,1,Uses glasses,3,Technology,MPHD\268-214101_3\268-214101_3.png,MPHD\268-214101_3\268-T1.png,MPHD\268-214101_3\268-T2-3.png,MPHD\268-214101_3\268-214101_3.json,MPHD\268-214101_3\Chars,80,368,54,237,134,605,6,4,10
269,22,4,Bachelor,1,Male,0,Right-handed,0,No glasses,3,Technology,MPHD\269-224100_3\269-224100_3.png,MPHD\269-224100_3\269-T1.png,MPHD\269-224100_3\269-T2-3.png,MPHD\269-224100_3\269-224100_3.json,MPHD\269-224100_3\Chars,80,368,74,300,154,668,6,5,11
270,21,4,Bachelor,1,Male,0,Right-handed,1,Uses glasses,3,Technology,MPHD\270-214101_3\270-214101_3.png,MPHD\270-214101_3\270-T1.png,MPHD\270-214101_3\270-T2-3.png,MPHD\270-214101_3\270-214101_3.json,MPHD\270-214101_3\Chars,80,368,54,212,134,580,6,4,10
